,Behavior_Statistic,Line_Name,Raw_Value,Z_Score,pVal_Greater,pVal_Smaller
185,velmag_ctr_notnearfly_notnearwall,R82E01,6.375791,0.487873,0.239100,0.760900
186,velmag_ctr_walk,R82E01,19.085421,2.341865,0.000300,0.999700
187,velmag_ctr_female,R82E01,9.552312,2.174717,0.001100,0.998900
188,velmag_ctr_male,R82E01,9.529061,0.893680,0.108900,0.891100
189,velmag_ctr_chase_male,R82E01,19.731930,3.224403,0.000000,1.000000
190,veltoward_nose2ell_nearfly,R82E01,0.019608,0.058053,0.386500,0.613500
191,veltoward_nose2ell_chase_male,R82E01,0.598541,0.066845,0.376400,0.623600
192,wing_angle_diff,R82E01,0.125517,6.112727,0.000500,0.999500
193,wing_angle_diff_wingextension,R82E01,0.791594,0.745669,0.229600,0.770400
194,wing_angle_imbalance,R82E01,0.150680,2.711604,0.004300,0.995700
195,wing_anglel,R82E01,-0.061606,-5.896013,1.000000,0.000000
196,wing_angler,R82E01,0.063911,4.467814,0.000700,0.999300
0,absangle2wall_move,R82E06,1.296395,-0.703591,0.782800,0.217200
1,absangle2wall_nearwall,R82E06,1.421245,1.036158,0.131600,0.868400
2,absangle2wall_stop,R82E06,1.686869,0.488459,0.309700,0.690300
3,absanglefrom1to2_nose2ell_nearfly,R82E06,1.574872,0.433168,0.297500,0.702500
4,absanglefrom1to2_nose2ell_stop_nearfly,R82E06,1.562008,0.029259,0.445200,0.554800
5,absanglefrom1to2_nose2ell_touch,R82E06,0.748198,1.313592,0.082400,0.917600
6,absdangle2wall_nearwall,R82E06,1.483127,0.424435,0.361100,0.638900
7,absdtheta,R82E06,1.363191,0.752797,0.212300,0.787700
8,absdtheta_pivotcenter,R82E06,6.422975,0.219294,0.390400,0.609600
9,absdtheta_pivottail,R82E06,5.545319,1.543103,0.058600,0.941400
10,absdtheta_walk,R82E06,1.730457,1.196323,0.114100,0.885900
11,absdv_cor_crabwalkextreme,R82E06,4.523108,-1.305617,0.913100,0.086900
12,absdv_cor_move,R82E06,3.002035,0.377078,0.350300,0.649700
13,absdv_cor_nearfly,R82E06,1.697963,0.559553,0.277600,0.722400
14,absdv_cor_nearwall,R82E06,1.990082,0.091480,0.489900,0.510100
15,absdv_cor_notnearfly_notnearwall,R82E06,0.743623,0.499898,0.281000,0.719000
16,absdv_cor_walk,R82E06,3.480776,-0.284683,0.635900,0.364100
17,absphidiff_nose2ell_chase_male,R82E06,0.455811,-0.526442,0.731500,0.268500
18,absthetadiff_nose2ell_nearfly,R82E06,1.607748,0.181237,0.452000,0.548000
19,absthetadiff_nose2ell_touch,R82E06,1.772684,0.436819,0.329700,0.670300
20,absthetadiff_nose2ell_nearfly_female,R82E06,1.661603,0.732784,0.216600,0.783400
21,absthetadiff_nose2ell_touch_female,R82E06,1.896493,1.082434,0.112700,0.887300
22,absthetadiff_nose2ell_chase_male,R82E06,0.364807,-0.548245,0.717300,0.282700
23,absthetadiff_nose2ell_nearfly_male,R82E06,1.554359,-0.332971,0.689900,0.310100
24,absthetadiff_nose2ell_touch_male,R82E06,1.649363,-0.034499,0.552000,0.448000
25,absthetadiff_nose2ell_wingextension_male,R82E06,0.928340,0.118023,0.378700,0.621300
26,absyaw_move,R82E06,0.528866,-1.876827,0.972100,0.027900
27,angleonclosestfly_nearfly,R82E06,-0.369646,0.159758,0.467000,0.533000
28,angleonclosestfly_stop_nearfly,R82E06,-0.369356,0.147086,0.439300,0.560700
29,angleonclosestfly_touch,R82E06,-0.341341,-0.352205,0.637500,0.362500
30,angleonclosestfly_nearfly_female,R82E06,-0.404002,-0.011444,0.591700,0.408300
31,angleonclosestfly_touch_female,R82E06,-0.373664,-0.070715,0.552600,0.447400
32,angleonclosestfly_chase_male,R82E06,-0.030787,-1.261314,0.917700,0.082300
33,angleonclosestfly_nearfly_male,R82E06,-0.334706,0.470796,0.308800,0.691200
34,angleonclosestfly_touch_male,R82E06,-0.322344,-0.581342,0.700300,0.299700
35,angleonclosestfly_wingextension_male,R82E06,-0.134541,-0.470702,0.791600,0.208400
36,anglesub,R82E06,0.199166,0.170018,0.373100,0.626900
37,corfrac_maj_pivotcenter,R82E06,-0.111490,-0.487338,0.671500,0.328500
38,corfrac_maj_pivottail,R82E06,-0.648635,4.534119,0.000000,1.000000
39,dangle2wall_nearwall,R82E06,0.010554,-1.579516,0.966500,0.033500
40,danglesub_nearfly,R82E06,-0.099711,-0.919207,0.802800,0.197200
41,darea,R82E06,-0.000006,0.508384,0.291100,0.708900
42,dcenter,R82E06,11.346927,0.702552,0.235400,0.764600
43,dcenter_move,R82E06,11.325273,0.884001,0.188900,0.811100
44,dcenter_stop,R82E06,11.334117,0.391194,0.359600,0.640400
45,dcenter_female,R82E06,11.443919,1.144573,0.126800,0.873200
46,dcenter_male,R82E06,11.253741,0.209642,0.408700,0.591300
47,ddcenter_nearfly,R82E06,0.472414,0.820661,0.213000,0.787000
48,ddist2wall_nearwall,R82E06,0.019463,-0.083994,0.531900,0.468100
49,ddnose2ell_nearfly,R82E06,1.313179,0.917515,0.190200,0.809800
50,ddnose2ell_chase_male,R82E06,-1.415469,-0.937635,0.852100,0.147900
51,dell2nose,R82E06,10.398743,0.625713,0.252600,0.747400
52,dell2nose_female,R82E06,10.395722,0.979137,0.165100,0.834900
53,dell2nose_male,R82E06,10.404953,0.217560,0.403700,0.596300
54,dist2wall,R82E06,10.753130,-1.254756,0.908500,0.091500
55,dist2wall_move,R82E06,8.044445,-2.078953,0.989000,0.011000
56,dist2wall_stop,R82E06,14.291802,-0.548881,0.695200,0.304800
57,dist2wall_walk,R82E06,7.825633,-1.850604,0.984700,0.015300
58,dist2wall_female,R82E06,10.865481,-1.594886,0.969700,0.030300
59,dist2wall_male,R82E06,10.641277,-0.754011,0.776800,0.223200
60,dmax_wing_angle,R82E06,0.006177,0.184028,0.375300,0.624700
61,dnose2ell_angle_30tomin30,R82E06,11.011225,0.719887,0.226100,0.773900
62,dnose2ell_angle_30tomin30_female,R82E06,11.129230,1.141813,0.129800,0.870200
63,dnose2ell_angle_30tomin30_male,R82E06,10.897044,0.245323,0.392300,0.607700
64,dnose2ell,R82E06,10.386792,0.590284,0.265900,0.734100
65,dnose2ell_stop,R82E06,10.377275,0.317674,0.387100,0.612900
66,dnose2ell_touch,R82E06,1.089411,-0.645995,0.771000,0.229000
67,dnose2ell_walk,R82E06,11.308911,0.563843,0.290000,0.710000
68,dnose2ell_female,R82E06,10.515746,1.088307,0.136000,0.864000
69,dnose2ell_male,R82E06,10.261345,0.078290,0.476200,0.523800
70,dnose2tail,R82E06,11.318449,0.653465,0.248800,0.751200
71,dnose2tail_move,R82E06,11.308077,0.838509,0.194100,0.805900
72,dnose2tail_female,R82E06,11.478114,1.237118,0.096800,0.903200
73,dnose2tail_male,R82E06,11.162473,0.058566,0.481300,0.518700
74,dtheta,R82E06,-0.014562,-1.831520,0.978300,0.021700
75,du_ctr_backup,R82E06,-8.930602,-2.559897,0.992500,0.007500
76,du_ctr_move,R82E06,11.871146,1.381516,0.059500,0.940500
77,du_ctr_walk,R82E06,16.279630,0.320602,0.423500,0.576500
78,du_ctr_female,R82E06,6.549756,1.258480,0.095700,0.904300
79,du_ctr_male,R82E06,7.191737,1.145296,0.113600,0.886400
80,du_ctr_chase_male,R82E06,15.374870,0.510246,0.326300,0.673700
81,duration_backup,R82E06,0.132174,0.405692,0.317300,0.682700
82,duration_crabwalkextreme,R82E06,0.114862,-0.811104,0.803300,0.196700
83,duration_jump,R82E06,0.090196,0.698822,0.229200,0.770800
84,duration_move,R82E06,1.403367,0.224605,0.364000,0.636000
85,duration_pivotcenter,R82E06,0.093749,2.154301,0.020600,0.979400
86,duration_pivottail,R82E06,0.131831,-0.330444,0.646600,0.353400
87,duration_righting,R82E06,0.327279,-2.707939,1.000000,0.000000
88,duration_stop,R82E06,1.050245,-0.148646,0.551500,0.448500
89,duration_touch,R82E06,0.177351,-0.718687,0.765700,0.234300
90,duration_walk,R82E06,0.639994,1.406629,0.055200,0.944800
91,duration_wingextension,R82E06,0.309760,0.016790,0.523800,0.476200
92,duration_winggrooming,R82E06,1.906275,-0.446864,0.684500,0.315500
93,duration_attemptedcopulation_male,R82E06,0.754487,-0.080260,0.462900,0.537100
94,duration_chase_male,R82E06,0.297009,-0.621343,0.754800,0.245200
95,dwing_angle_diff,R82E06,0.000038,1.284403,0.084500,0.915500
96,attemptedcopulation,R82E06,0.000714,0.722377,0.143100,0.856900
97,backup,R82E06,0.006077,2.424313,0.007200,0.992800
98,backup_nearfly,R82E06,0.003555,1.965016,0.035700,0.964300
99,backup_nearwall,R82E06,0.006067,2.440800,0.007200,0.992800
100,backup_notnearfly_notnearwall,R82E06,0.000008,-0.251498,0.570400,0.429600
101,chase,R82E06,0.007331,-0.010953,0.405200,0.594800
102,chase_notwingextension,R82E06,0.006127,-0.083591,0.455000,0.545000
103,copulation,R82E06,0.000000,-0.378338,0.833000,0.167000
104,crabwalkextreme,R82E06,0.001878,-1.438330,0.923500,0.076500
105,crabwalkextreme_nearfly,R82E06,0.001247,-0.879229,0.813700,0.186300
106,crabwalkextreme_nearwall,R82E06,0.001810,-1.423913,0.928200,0.071800
107,crabwalkextreme_notnearfly_notnearwall,R82E06,0.000013,-0.436625,0.721000,0.279000
108,jump,R82E06,0.003090,1.764888,0.046700,0.953300
109,jump_nearfly,R82E06,0.000799,1.379694,0.078900,0.921100
110,jump_nearwall,R82E06,0.001581,2.019761,0.038000,0.962000
111,jump_notnearfly_notnearwall,R82E06,0.001364,1.639516,0.054700,0.945300
112,move_nearfly,R82E06,0.225444,0.267580,0.382800,0.617200
113,move_nearwall,R82E06,0.538449,0.864118,0.181000,0.819000
114,move_notnearfly_notnearwall,R82E06,0.030443,-0.756069,0.828800,0.171200
115,notanybehavior,R82E06,0.124251,-1.261213,0.915900,0.084100
116,pivotcenter,R82E06,0.000545,-0.428645,0.637900,0.362100
117,pivotcenter_nearfly,R82E06,0.000223,-0.507426,0.667900,0.332100
118,pivotcenter_nearwall,R82E06,0.000339,-0.151066,0.503800,0.496200
119,pivotcenter_notnearfly_notnearwall,R82E06,0.000178,-0.384708,0.641600,0.358400
120,pivottail,R82E06,0.029403,0.669092,0.262800,0.737200
121,pivottail_nearfly,R82E06,0.012755,0.287289,0.376300,0.623700
122,pivottail_nearwall,R82E06,0.029299,0.701852,0.254000,0.746000
123,pivottail_notnearfly_notnearwall,R82E06,0.000056,-0.566905,0.761300,0.238700
124,righting,R82E06,0.000648,-1.714607,0.987200,0.012800
125,righting_nearfly,R82E06,0.000168,-1.765263,0.987400,0.012600
126,righting_nearwall,R82E06,0.000382,-1.691536,0.984700,0.015300
127,righting_notnearfly_notnearwall,R82E06,0.000222,-1.428075,0.970100,0.029900
128,stop,R82E06,0.426692,-0.498126,0.709100,0.290900
129,stop_nearfly,R82E06,0.140003,-0.339036,0.612900,0.387100
130,stop_nearwall,R82E06,0.300299,0.399345,0.314000,0.686000
131,stop_notnearfly_notnearwall,R82E06,0.111348,-0.815995,0.782500,0.217500
132,stop_notwinggrooming,R82E06,0.352040,-0.093415,0.499400,0.500600
133,touch,R82E06,0.027505,-0.009240,0.416800,0.583200
134,touch_notchase,R82E06,0.025446,0.069578,0.394800,0.605200
135,walk,R82E06,0.374878,2.032162,0.015600,0.984400
136,walk_nearfly,R82E06,0.127370,1.421080,0.054600,0.945400
137,walk_nearwall,R82E06,0.353959,2.450606,0.001800,0.998200
138,walk_notnearfly_notnearwall,R82E06,0.018769,-0.441081,0.702500,0.297500
139,wingextension,R82E06,0.003054,0.307840,0.259600,0.740400
140,wingextension_notchase,R82E06,0.001851,0.270255,0.286700,0.713300
141,wingflick,R82E06,0.000239,0.373079,0.224900,0.775100
142,winggrooming,R82E06,0.075660,-1.394560,0.939300,0.060700
143,backup_female,R82E06,0.006533,2.366689,0.010700,0.989300
144,chase_female,R82E06,0.000438,-0.262003,0.548500,0.451500
145,crabwalkextreme_female,R82E06,0.001744,-0.491059,0.672500,0.327500
146,jump_female,R82E06,0.003082,0.966318,0.138100,0.861900
147,pivotcenter_female,R82E06,0.000803,0.026374,0.451600,0.548400
148,pivottail_female,R82E06,0.028856,0.829839,0.208000,0.792000
149,righting_female,R82E06,0.000793,-1.439958,0.967400,0.032600
150,stop_female,R82E06,0.417191,-0.780684,0.792200,0.207800
151,touch_female,R82E06,0.019214,-0.167932,0.541000,0.459000
152,walk_female,R82E06,0.380000,2.339233,0.001500,0.998500
153,wingflick_female,R82E06,0.000092,-0.963249,0.901200,0.098800
154,winggrooming_female,R82E06,0.070041,-1.718634,0.975400,0.024600
155,attemptedcopulation_male,R82E06,0.001412,0.753008,0.134000,0.866000
156,backup_male,R82E06,0.005618,1.955580,0.028200,0.971800
157,chase_male,R82E06,0.014411,0.027310,0.396200,0.603800
158,crabwalkextreme_male,R82E06,0.002008,-1.767969,0.972600,0.027400
159,jump_male,R82E06,0.003080,2.467148,0.019400,0.980600
160,pivotcenter_male,R82E06,0.000278,-1.314003,0.922100,0.077900
161,pivottail_male,R82E06,0.029954,0.364084,0.369800,0.630200
162,righting_male,R82E06,0.000496,-1.898578,0.994100,0.005900
163,stop_male,R82E06,0.435419,-0.132624,0.532500,0.467500
164,touch_male,R82E06,0.035923,0.070776,0.379600,0.620400
165,walk_male,R82E06,0.370650,1.383878,0.070500,0.929500
166,wingextension_male,R82E06,0.006091,0.362691,0.242100,0.757900
167,wingflick_male,R82E06,0.000387,0.725156,0.131600,0.868400
168,winggrooming_male,R82E06,0.080608,-0.575266,0.727100,0.272900
169,max_absdwing_angle,R82E06,1.606760,-0.116161,0.543900,0.456100
170,max_absdwing_angle_wingextension,R82E06,5.601073,0.779565,0.164000,0.836000
171,max_absdwing_angle_winggrooming,R82E06,4.301293,-0.348671,0.615600,0.384400
172,max_wing_angle,R82E06,0.107824,0.549616,0.277900,0.722100
173,max_wing_angle_wingextension,R82E06,0.746331,0.816721,0.170800,0.829200
174,max_wing_angle_winggrooming,R82E06,0.423221,3.874282,0.000000,1.000000
175,nflies_close,R82E06,0.474856,0.301659,0.331400,0.668600
176,nflies_close_stop,R82E06,0.419656,0.339933,0.310200,0.689800
177,nflies_close_walk,R82E06,0.438138,0.193854,0.365700,0.634300
178,nflies_close_female,R82E06,0.525133,0.173120,0.368200,0.631800
179,nflies_close_male,R82E06,0.425094,0.428399,0.290900,0.709100
180,nflies_close_chase_male,R82E06,1.289400,0.116577,0.373100,0.626900
181,velmag_ctr,R82E06,8.342016,1.136194,0.113300,0.886700
182,velmag_ctr_jump,R82E06,49.086939,-0.535436,0.702900,0.297100
183,velmag_ctr_move,R82E06,14.045501,1.251087,0.081500,0.918500
184,velmag_ctr_nearfly,R82E06,7.881317,1.122013,0.124800,0.875200
185,velmag_ctr_nearwall,R82E06,9.087325,0.892175,0.181300,0.818700
186,velmag_ctr_notnearfly_notnearwall,R82E06,5.105925,0.404957,0.307100,0.692900
187,velmag_ctr_walk,R82E06,17.269868,0.268313,0.442500,0.557500
188,velmag_ctr_female,R82E06,8.044392,1.154035,0.118300,0.881700
189,velmag_ctr_male,R82E06,8.649153,0.975280,0.151700,0.848300
190,velmag_ctr_chase_male,R82E06,15.890643,0.472923,0.327700,0.672300
191,veltoward_nose2ell_nearfly,R82E06,0.518253,1.349434,0.077800,0.922200
192,veltoward_nose2ell_chase_male,R82E06,14.842525,0.306587,0.243700,0.756300
193,wing_angle_diff,R82E06,0.073881,0.107615,0.427400,0.572600
194,wing_angle_diff_wingextension,R82E06,0.852374,1.378267,0.070600,0.929400
195,wing_angle_imbalance,R82E06,0.141767,1.158612,0.085900,0.914100
196,wing_anglel,R82E06,-0.024689,0.668234,0.221800,0.778200
197,wing_angler,R82E06,0.049192,0.884624,0.173000,0.827000
0,absangle2wall_move,R82E08,1.407536,5.242263,0.000000,1.000000
1,absangle2wall_nearwall,R82E08,1.469431,3.098146,0.000000,1.000000
2,absangle2wall_stop,R82E08,1.719656,1.063892,0.029100,0.970900
3,absanglefrom1to2_nose2ell_nearfly,R82E08,1.472282,-3.022371,1.000000,0.000000
4,absanglefrom1to2_nose2ell_stop_nearfly,R82E08,1.522631,-0.151591,0.595600,0.404400
5,absanglefrom1to2_nose2ell_touch,R82E08,0.663265,-1.522820,0.997600,0.002400
6,absdangle2wall_nearwall,R82E08,1.480152,-0.985182,0.952900,0.047100
7,absdtheta,R82E08,1.344388,-1.035396,0.963500,0.036500
8,absdtheta_pivotcenter,R82E08,6.620365,-0.158116,0.595200,0.404800
9,absdtheta_pivottail,R82E08,5.251483,-0.124903,0.598400,0.401600
10,absdtheta_walk,R82E08,1.621693,-0.286966,0.715000,0.285000
11,absdv_cor_crabwalkextreme,R82E08,4.129563,-2.443424,1.000000,0.000000
12,absdv_cor_move,R82E08,2.392017,-3.484667,1.000000,0.000000
13,absdv_cor_nearfly,R82E08,1.660517,-1.263650,0.983400,0.016600
14,absdv_cor_nearwall,R82E08,1.885879,-2.111433,0.999800,0.000200
15,absdv_cor_notnearfly_notnearwall,R82E08,1.201638,2.213069,0.003800,0.996200
16,absdv_cor_walk,R82E08,2.779849,-3.738722,1.000000,0.000000
17,absphidiff_nose2ell_chase_male,R82E08,0.360798,-2.739296,1.000000,0.000000
18,absthetadiff_nose2ell_nearfly,R82E08,0.737462,-14.503928,1.000000,0.000000
19,absthetadiff_nose2ell_touch,R82E08,1.089302,-10.074748,1.000000,0.000000
20,absthetadiff_nose2ell_nearfly_female,R82E08,0.893692,-13.090274,1.000000,0.000000
21,absthetadiff_nose2ell_touch_female,R82E08,1.689975,-3.930986,1.000000,0.000000
22,absthetadiff_nose2ell_chase_male,R82E08,0.287836,-2.493605,1.000000,0.000000
23,absthetadiff_nose2ell_nearfly_male,R82E08,0.589672,-15.098479,1.000000,0.000000
24,absthetadiff_nose2ell_touch_male,R82E08,0.607762,-8.348189,1.000000,0.000000
25,absthetadiff_nose2ell_wingextension_male,R82E08,0.410131,-2.740467,1.000000,0.000000
26,absyaw_move,R82E08,0.455806,-2.897295,0.999900,0.000100
27,angleonclosestfly_nearfly,R82E08,-0.868726,-13.314652,1.000000,0.000000
28,angleonclosestfly_stop_nearfly,R82E08,-0.831514,-9.352351,1.000000,0.000000
29,angleonclosestfly_touch,R82E08,-0.239045,2.857071,0.000000,1.000000
30,angleonclosestfly_nearfly_female,R82E08,-1.552508,-15.655705,1.000000,0.000000
31,angleonclosestfly_touch_female,R82E08,-0.473174,-1.500071,0.995800,0.004200
32,angleonclosestfly_chase_male,R82E08,0.000098,0.071434,0.461600,0.538400
33,angleonclosestfly_nearfly_male,R82E08,-0.189498,6.311885,0.000000,1.000000
34,angleonclosestfly_touch_male,R82E08,-0.042829,4.568711,0.000000,1.000000
35,angleonclosestfly_wingextension_male,R82E08,-0.022147,0.520689,0.128500,0.871500
36,anglesub,R82E08,0.487314,24.890979,0.000000,1.000000
37,corfrac_maj_pivotcenter,R82E08,-0.054844,3.047233,0.000000,1.000000
38,corfrac_maj_pivottail,R82E08,-0.688647,0.375708,0.250000,0.750000
39,dangle2wall_nearwall,R82E08,0.035793,0.316872,0.265100,0.734900
40,danglesub_nearfly,R82E08,-0.021953,6.289083,0.000000,1.000000
41,darea,R82E08,0.000027,1.546443,0.004600,0.995400
42,dcenter,R82E08,7.834789,-9.512971,1.000000,0.000000
43,dcenter_move,R82E08,7.790116,-10.202578,1.000000,0.000000
44,dcenter_stop,R82E08,7.856223,-6.902906,1.000000,0.000000
45,dcenter_wingflick,R82E08,3.212709,-2.218569,1.000000,0.000000
46,dcenter_female,R82E08,9.489506,-4.926487,1.000000,0.000000
47,dcenter_male,R82E08,6.219547,-11.738346,1.000000,0.000000
48,ddcenter_nearfly,R82E08,0.094261,-5.289736,1.000000,0.000000
49,ddist2wall_nearwall,R82E08,0.033293,2.805588,0.000600,0.999400
50,ddnose2ell_nearfly,R82E08,0.262059,-6.228062,1.000000,0.000000
51,ddnose2ell_chase_male,R82E08,-0.042737,1.986979,0.000000,1.000000
52,dell2nose,R82E08,6.693751,-10.024136,1.000000,0.000000
53,dell2nose_wingflick,R82E08,2.004761,-2.035458,1.000000,0.000000
54,dell2nose_female,R82E08,7.838184,-6.605365,1.000000,0.000000
55,dell2nose_male,R82E08,5.599362,-11.241547,1.000000,0.000000
56,dist2wall,R82E08,11.393064,0.061042,0.436000,0.564000
57,dist2wall_move,R82E08,9.305276,0.130188,0.393400,0.606600
58,dist2wall_stop,R82E08,15.661009,0.481170,0.200100,0.799900
59,dist2wall_walk,R82E08,9.165767,-0.134080,0.584100,0.415900
60,dist2wall_female,R82E08,11.360311,-0.811666,0.932400,0.067600
61,dist2wall_male,R82E08,11.418230,0.854125,0.079000,0.921000
62,dmax_wing_angle,R82E08,0.002220,-0.798159,0.960200,0.039800
63,dnose2ell_angle_30tomin30,R82E08,7.218704,-9.957827,1.000000,0.000000
64,dnose2ell_angle_30tomin30_female,R82E08,9.404924,-4.223484,1.000000,0.000000
65,dnose2ell_angle_30tomin30_male,R82E08,5.069966,-12.937809,1.000000,0.000000
66,dnose2ell,R82E08,6.684099,-9.973333,1.000000,0.000000
67,dnose2ell_stop,R82E08,6.773878,-7.184861,1.000000,0.000000
68,dnose2ell_touch,R82E08,0.769443,-10.525663,1.000000,0.000000
69,dnose2ell_walk,R82E08,7.342012,-10.779297,1.000000,0.000000
70,dnose2ell_female,R82E08,9.010568,-3.729662,1.000000,0.000000
71,dnose2ell_male,R82E08,4.387884,-13.365806,1.000000,0.000000
72,dnose2tail,R82E08,7.611111,-9.957624,1.000000,0.000000
73,dnose2tail_move,R82E08,7.524549,-10.693183,1.000000,0.000000
74,dnose2tail_female,R82E08,10.443642,-2.262911,0.999800,0.000200
75,dnose2tail_male,R82E08,4.799455,-14.346038,1.000000,0.000000
76,dtheta,R82E08,-0.004180,-0.494519,0.805100,0.194900
77,du_ctr_backup,R82E08,-8.152561,-1.336430,0.988800,0.011200
78,du_ctr_move,R82E08,10.871928,-0.573442,0.858400,0.141600
79,du_ctr_walk,R82E08,15.367016,-1.048910,0.969200,0.030800
80,du_ctr_female,R82E08,7.467223,0.684209,0.118300,0.881700
81,du_ctr_male,R82E08,7.655609,-0.149760,0.608600,0.391400
82,du_ctr_chase_male,R82E08,13.550490,-1.209236,0.987500,0.012500
83,duration_backup,R82E08,0.151290,4.814789,0.000000,1.000000
84,duration_crabwalkextreme,R82E08,0.129951,3.462170,0.000000,1.000000
85,duration_jump,R82E08,0.066215,-6.156963,1.000000,0.000000
86,duration_move,R82E08,1.532508,-0.829833,0.933600,0.066400
87,duration_pivotcenter,R82E08,0.093127,2.172836,0.000000,1.000000
88,duration_pivottail,R82E08,0.127680,-0.026051,0.526600,0.473400
89,duration_righting,R82E08,0.349219,-1.482891,0.982200,0.017800
90,duration_stop,R82E08,0.703769,-0.469044,0.975300,0.024700
91,duration_touch,R82E08,0.458212,20.617747,0.000000,1.000000
92,duration_walk,R82E08,0.680911,1.017206,0.034900,0.965100
93,duration_wingextension,R82E08,0.455050,2.728166,0.000100,0.999900
94,duration_wingflick,R82E08,0.033747,-0.958282,1.000000,0.000000
95,duration_winggrooming,R82E08,1.334797,-6.820622,1.000000,0.000000
96,duration_attemptedcopulation_male,R82E08,1.360509,2.578320,0.000000,1.000000
97,duration_chase_male,R82E08,0.837750,5.654944,0.000000,1.000000
98,dwing_angle_diff,R82E08,0.000053,1.738758,0.001600,0.998400
99,attemptedcopulation,R82E08,0.022796,52.114800,0.000000,1.000000
100,backup,R82E08,0.004213,0.112013,0.413000,0.587000
101,backup_nearfly,R82E08,0.002749,0.216834,0.341800,0.658200
102,backup_nearwall,R82E08,0.004176,0.092162,0.427400,0.572600
103,backup_notnearfly_notnearwall,R82E08,0.000018,0.315346,0.211100,0.788900
104,chase,R82E08,0.171368,25.646972,0.000000,1.000000
105,chase_notwingextension,R82E08,0.155811,27.466756,0.000000,1.000000
106,copulation,R82E08,0.001722,135.043001,0.000000,1.000000
107,crabwalkextreme,R82E08,0.003177,-0.382701,0.748100,0.251900
108,crabwalkextreme_nearfly,R82E08,0.002719,1.717740,0.002400,0.997600
109,crabwalkextreme_nearwall,R82E08,0.002919,-0.627001,0.866800,0.133200
110,crabwalkextreme_notnearfly_notnearwall,R82E08,0.000007,-1.314806,0.997200,0.002800
111,jump,R82E08,0.001335,-1.185805,0.991900,0.008100
112,jump_nearfly,R82E08,0.000961,2.435832,0.000000,1.000000
113,jump_nearwall,R82E08,0.000705,-0.698957,0.902300,0.097700
114,jump_notnearfly_notnearwall,R82E08,0.000283,-2.512312,1.000000,0.000000
115,move_nearfly,R82E08,0.496336,9.455240,0.000000,1.000000
116,move_nearwall,R82E08,0.610234,0.667432,0.110200,0.889800
117,move_notnearfly_notnearwall,R82E08,0.024850,-2.388326,1.000000,0.000000
118,notanybehavior,R82E08,0.109948,-2.726469,1.000000,0.000000
119,pivotcenter,R82E08,0.000816,2.104012,0.001100,0.998900
120,pivotcenter_nearfly,R82E08,0.000648,5.402108,0.000000,1.000000
121,pivotcenter_nearwall,R82E08,0.000624,3.197150,0.000000,1.000000
122,pivotcenter_notnearfly_notnearwall,R82E08,0.000111,-0.123413,0.563200,0.436800
123,pivottail,R82E08,0.014299,-3.146790,1.000000,0.000000
124,pivottail_nearfly,R82E08,0.007969,-2.208037,0.999900,0.000100
125,pivottail_nearwall,R82E08,0.014169,-3.140281,1.000000,0.000000
126,pivottail_notnearfly_notnearwall,R82E08,0.000062,-0.289965,0.691400,0.308600
127,righting,R82E08,0.000553,-2.152251,1.000000,0.000000
128,righting_nearfly,R82E08,0.000289,-1.685512,0.999800,0.000200
129,righting_nearwall,R82E08,0.000407,-2.181464,1.000000,0.000000
130,righting_notnearfly_notnearwall,R82E08,0.000094,-1.832400,0.999900,0.000100
131,stop,R82E08,0.316219,-0.927949,0.957700,0.042300
132,stop_nearfly,R82E08,0.212461,4.531975,0.000000,1.000000
133,stop_nearwall,R82E08,0.198557,-0.839058,0.937100,0.062900
134,stop_notnearfly_notnearwall,R82E08,0.049199,-2.085633,1.000000,0.000000
135,stop_notwinggrooming,R82E08,0.291213,0.139430,0.379200,0.620800
136,touch,R82E08,0.210351,28.725976,0.000000,1.000000
137,touch_notchase,R82E08,0.163789,27.907042,0.000000,1.000000
138,walk,R82E08,0.423247,1.275270,0.013400,0.986600
139,walk_nearfly,R82E08,0.291469,11.403336,0.000000,1.000000
140,walk_nearwall,R82E08,0.379136,1.132147,0.021800,0.978200
141,walk_notnearfly_notnearwall,R82E08,0.018401,-1.684324,1.000000,0.000000
142,wingextension,R82E08,0.050079,19.050927,0.000000,1.000000
143,wingextension_notchase,R82E08,0.034521,23.059606,0.000000,1.000000
144,wingflick,R82E08,0.001661,20.308589,0.000000,1.000000
145,winggrooming,R82E08,0.025598,-3.569855,1.000000,0.000000
146,backup_female,R82E08,0.006081,1.780986,0.001200,0.998800
147,chase_female,R82E08,0.002631,2.727458,0.009000,0.991000
148,crabwalkextreme_female,R82E08,0.001936,-1.284184,0.988200,0.011800
149,jump_female,R82E08,0.001686,-0.947990,0.969400,0.030600
150,pivotcenter_female,R82E08,0.000772,1.026402,0.052500,0.947500
151,pivottail_female,R82E08,0.021295,-0.224568,0.657700,0.342300
152,righting_female,R82E08,0.000749,-2.210529,1.000000,0.000000
153,stop_female,R82E08,0.336272,-0.535732,0.826800,0.173200
154,touch_female,R82E08,0.032818,3.526768,0.000100,0.999900
155,walk_female,R82E08,0.438569,2.108837,0.002200,0.997800
156,wingflick_female,R82E08,0.000147,1.928107,0.006000,0.994000
157,winggrooming_female,R82E08,0.032216,-2.934637,1.000000,0.000000
158,attemptedcopulation_male,R82E08,0.043884,51.072535,0.000000,1.000000
159,backup_male,R82E08,0.002335,-1.791046,0.999500,0.000500
