,Behavior_Statistic,Line_Name,Raw_Value,Z_Score,pVal_Greater,pVal_Smaller
173,velmag_ctr_nearfly,R80A02,5.563722,-2.004482,0.998900,0.001100
174,velmag_ctr_nearwall,R80A02,6.315765,-2.576890,0.999900,0.000100
175,velmag_ctr_notnearfly_notnearwall,R80A02,4.363952,-0.076253,0.526200,0.473800
176,velmag_ctr_walk,R80A02,12.674554,-4.230124,1.000000,0.000000
177,velmag_ctr_female,R80A02,5.764888,-1.570174,0.986900,0.013100
178,velmag_ctr_male,R80A02,5.842163,-2.285487,0.999800,0.000200
179,veltoward_nose2ell_nearfly,R80A02,0.141033,-1.018207,0.939300,0.060700
180,wing_angle_diff,R80A02,0.197335,11.396885,0.000000,1.000000
181,wing_angle_imbalance,R80A02,0.137216,0.872296,0.088200,0.911800
182,wing_anglel,R80A02,-0.094221,-9.829707,1.000000,0.000000
183,wing_angler,R80A02,0.103114,9.544274,0.000000,1.000000
0,absangle2wall_move,R80A12,1.431330,7.257352,0.000000,1.000000
1,absangle2wall_nearwall,R80A12,1.283986,-3.524296,1.000000,0.000000
2,absangle2wall_stop,R80A12,1.501443,-3.641412,1.000000,0.000000
3,absanglefrom1to2_nose2ell_nearfly,R80A12,1.703465,6.163309,0.000000,1.000000
4,absanglefrom1to2_nose2ell_stop_nearfly,R80A12,1.698912,3.343699,0.000000,1.000000
5,absanglefrom1to2_nose2ell_touch,R80A12,0.891342,6.182410,0.000000,1.000000
6,absdangle2wall_nearwall,R80A12,0.765901,-8.184842,1.000000,0.000000
7,absdtheta,R80A12,0.680960,-8.029464,1.000000,0.000000
8,absdtheta_pivotcenter,R80A12,4.032673,-5.965833,1.000000,0.000000
9,absdtheta_pivottail,R80A12,5.355788,0.300723,0.305000,0.695000
10,absdtheta_walk,R80A12,1.417788,-2.502358,1.000000,0.000000
11,absdv_cor_crabwalkextreme,R80A12,4.851779,0.455697,0.324400,0.675600
12,absdv_cor_move,R80A12,1.499935,-8.519846,1.000000,0.000000
13,absdv_cor_nearfly,R80A12,0.427273,-8.825725,1.000000,0.000000
14,absdv_cor_nearwall,R80A12,0.789794,-8.471690,1.000000,0.000000
15,absdv_cor_notnearfly_notnearwall,R80A12,0.293395,-4.464518,1.000000,0.000000
16,absdv_cor_walk,R80A12,2.879305,-3.021356,1.000000,0.000000
17,absthetadiff_nose2ell_nearfly,R80A12,1.549616,-0.951834,0.948300,0.051700
18,absthetadiff_nose2ell_touch,R80A12,1.666461,-1.523917,0.992900,0.007100
19,absthetadiff_nose2ell_nearfly_female,R80A12,1.556896,-1.434924,0.988800,0.011200
20,absthetadiff_nose2ell_touch_female,R80A12,1.634579,-4.791972,1.000000,0.000000
21,absthetadiff_nose2ell_nearfly_male,R80A12,1.537017,-0.620069,0.871800,0.128200
22,absthetadiff_nose2ell_touch_male,R80A12,1.715178,0.298447,0.316500,0.683500
23,absyaw_move,R80A12,1.141253,19.996817,0.000000,1.000000
24,angleonclosestfly_nearfly,R80A12,-0.372184,0.642875,0.128000,0.872000
25,angleonclosestfly_stop_nearfly,R80A12,-0.372860,0.381712,0.266800,0.733200
26,angleonclosestfly_touch,R80A12,-0.280269,1.560149,0.005300,0.994700
27,angleonclosestfly_nearfly_female,R80A12,-0.379468,0.739900,0.082700,0.917300
28,angleonclosestfly_touch_female,R80A12,-0.265624,1.993890,0.000600,0.999400
29,angleonclosestfly_nearfly_male,R80A12,-0.386334,-0.992096,0.963200,0.036800
30,angleonclosestfly_touch_male,R80A12,-0.315575,-0.199205,0.618400,0.381600
31,anglesub,R80A12,0.166242,-2.349828,1.000000,0.000000
32,corfrac_maj_pivotcenter,R80A12,0.051204,8.419599,0.000000,1.000000
33,corfrac_maj_pivottail,R80A12,-0.693781,-0.146257,0.582000,0.418000
34,dangle2wall_nearwall,R80A12,0.021676,-0.963113,0.964000,0.036000
35,danglesub_nearfly,R80A12,-0.021863,5.910943,0.000000,1.000000
36,darea,R80A12,-0.000015,-0.010637,0.510000,0.490000
37,dcenter,R80A12,12.231724,2.801345,0.000000,1.000000
38,dcenter_move,R80A12,12.365653,3.746920,0.000000,1.000000
39,dcenter_stop,R80A12,12.100304,1.460911,0.005400,0.994600
40,dcenter_female,R80A12,12.851728,4.396597,0.000000,1.000000
41,dcenter_male,R80A12,11.684778,1.142872,0.025300,0.974700
42,ddcenter_nearfly,R80A12,0.126379,-4.473342,1.000000,0.000000
43,ddist2wall_nearwall,R80A12,0.011262,-1.934167,0.999500,0.000500
44,ddnose2ell_nearfly,R80A12,0.277164,-5.730857,1.000000,0.000000
45,dell2nose,R80A12,11.388009,2.952034,0.000000,1.000000
46,dell2nose_female,R80A12,11.941304,4.514103,0.000000,1.000000
47,dell2nose_male,R80A12,10.903112,1.270372,0.015700,0.984300
48,dist2wall,R80A12,21.751875,11.588306,0.000000,1.000000
49,dist2wall_move,R80A12,20.260324,19.097870,0.000000,1.000000
50,dist2wall_stop,R80A12,22.408154,5.675107,0.000000,1.000000
51,dist2wall_walk,R80A12,16.735691,10.750778,0.000000,1.000000
52,dist2wall_female,R80A12,22.751833,11.138059,0.000000,1.000000
53,dist2wall_male,R80A12,20.906038,10.574616,0.000000,1.000000
54,dmax_wing_angle,R80A12,0.003784,-0.576262,0.906600,0.093400
55,dnose2ell_angle_30tomin30,R80A12,11.882641,2.656159,0.000000,1.000000
56,dnose2ell_angle_30tomin30_female,R80A12,12.544040,4.250785,0.000000,1.000000
57,dnose2ell_angle_30tomin30_male,R80A12,11.299541,1.041507,0.036900,0.963100
58,dnose2ell,R80A12,11.402347,2.999031,0.000000,1.000000
59,dnose2ell_stop,R80A12,11.261656,1.578422,0.002800,0.997200
60,dnose2ell_touch,R80A12,1.067114,-1.580109,0.996600,0.003400
61,dnose2ell_walk,R80A12,12.756865,4.275091,0.000000,1.000000
62,dnose2ell_female,R80A12,12.039913,4.601165,0.000000,1.000000
63,dnose2ell_male,R80A12,10.838112,1.325587,0.011300,0.988700
64,dnose2tail,R80A12,12.246812,2.897301,0.000000,1.000000
65,dnose2tail_move,R80A12,12.427298,3.941923,0.000000,1.000000
66,dnose2tail_female,R80A12,12.889736,4.500094,0.000000,1.000000
67,dnose2tail_male,R80A12,11.677984,1.222003,0.017600,0.982400
68,dtheta,R80A12,-0.003273,-0.416860,0.766000,0.234000
69,du_ctr_backup,R80A12,-7.643223,0.441178,0.333700,0.666300
70,du_ctr_move,R80A12,3.237466,-8.969751,1.000000,0.000000
71,du_ctr_walk,R80A12,11.704911,-4.614593,1.000000,0.000000
72,du_ctr_female,R80A12,1.247069,-7.819691,1.000000,0.000000
73,du_ctr_male,R80A12,0.791355,-8.513687,1.000000,0.000000
74,duration_backup,R80A12,0.129949,-0.792127,0.803200,0.196800
75,duration_crabwalkextreme,R80A12,0.111717,-2.143126,0.969300,0.030700
76,duration_move,R80A12,0.370164,-8.817085,1.000000,0.000000
77,duration_pivotcenter,R80A12,0.102870,4.874579,0.000000,1.000000
78,duration_pivottail,R80A12,0.135215,1.372988,0.006700,0.993300
79,duration_righting,R80A12,0.345419,-1.419773,0.997700,0.002300
80,duration_stop,R80A12,3.881180,5.440806,0.003900,0.996100
81,duration_touch,R80A12,0.361674,13.540931,0.000000,1.000000
82,duration_walk,R80A12,0.663259,0.997583,0.034300,0.965700
83,duration_winggrooming,R80A12,1.047083,-10.217241,1.000000,0.000000
84,dwing_angle_diff,R80A12,0.000076,2.160670,0.000100,0.999900
85,attemptedcopulation,R80A12,0.000148,-0.532819,0.887600,0.112400
86,backup,R80A12,0.000726,-5.153865,1.000000,0.000000
87,backup_nearfly,R80A12,0.000182,-5.036637,1.000000,0.000000
88,backup_nearwall,R80A12,0.000698,-5.166029,1.000000,0.000000
89,backup_notnearfly_notnearwall,R80A12,0.000020,0.246572,0.255900,0.744100
90,chase,R80A12,0.000376,-1.650052,0.999900,0.000100
91,chase_notwingextension,R80A12,0.000290,-1.742916,1.000000,0.000000
92,copulation,R80A12,0.000027,1.982846,0.020100,0.979900
93,crabwalkextreme,R80A12,0.000415,-5.177988,1.000000,0.000000
94,crabwalkextreme_nearfly,R80A12,0.000154,-5.038822,1.000000,0.000000
95,crabwalkextreme_nearwall,R80A12,0.000334,-5.175588,1.000000,0.000000
96,crabwalkextreme_notnearfly_notnearwall,R80A12,0.000017,-1.295463,0.994900,0.005100
97,jump,R80A12,0.000177,-2.915989,1.000000,0.000000
98,jump_nearfly,R80A12,0.000033,-2.999308,1.000000,0.000000
99,jump_nearwall,R80A12,0.000056,-2.686079,1.000000,0.000000
100,jump_notnearfly_notnearwall,R80A12,0.000100,-2.926946,1.000000,0.000000
101,move_nearfly,R80A12,0.031885,-8.604246,1.000000,0.000000
102,move_nearwall,R80A12,0.085067,-12.130899,1.000000,0.000000
103,move_notnearfly_notnearwall,R80A12,0.044868,-0.475780,0.828100,0.171900
104,notanybehavior,R80A12,0.063656,-4.800443,1.000000,0.000000
105,pivotcenter,R80A12,0.000819,1.828380,0.003600,0.996400
106,pivotcenter_nearfly,R80A12,0.000188,-0.611474,0.857100,0.142900
107,pivotcenter_nearwall,R80A12,0.000305,-0.178211,0.588900,0.411100
108,pivotcenter_notnearfly_notnearwall,R80A12,0.000405,3.292672,0.000000,1.000000
109,pivottail,R80A12,0.003639,-6.871836,1.000000,0.000000
110,pivottail_nearfly,R80A12,0.000756,-6.809403,1.000000,0.000000
111,pivottail_nearwall,R80A12,0.003500,-6.868662,1.000000,0.000000
112,pivottail_notnearfly_notnearwall,R80A12,0.000081,-0.187942,0.608400,0.391600
113,righting,R80A12,0.010352,6.114359,0.000000,1.000000
114,righting_nearfly,R80A12,0.002126,3.343573,0.000000,1.000000
115,righting_nearwall,R80A12,0.000671,-2.089508,1.000000,0.000000
116,righting_notnearfly_notnearwall,R80A12,0.007707,22.952447,0.000000,1.000000
117,stop,R80A12,0.855561,11.312534,0.000000,1.000000
118,stop_nearfly,R80A12,0.220211,4.607507,0.000000,1.000000
119,stop_nearwall,R80A12,0.277212,0.962689,0.058200,0.941800
120,stop_notnearfly_notnearwall,R80A12,0.433896,11.654894,0.000000,1.000000
121,stop_notwinggrooming,R80A12,0.737854,10.727328,0.000000,1.000000
122,touch,R80A12,0.011035,-2.645734,1.000000,0.000000
123,touch_notchase,R80A12,0.010956,-2.914887,1.000000,0.000000
124,walk,R80A12,0.056086,-10.848238,1.000000,0.000000
125,walk_nearfly,R80A12,0.009780,-8.356138,1.000000,0.000000
126,walk_nearwall,R80A12,0.049162,-10.795849,1.000000,0.000000
127,walk_notnearfly_notnearwall,R80A12,0.005250,-3.265585,1.000000,0.000000
128,wingextension,R80A12,0.001308,-0.708787,0.941100,0.058900
129,wingextension_notchase,R80A12,0.001223,-0.493504,0.805200,0.194800
130,wingflick,R80A12,0.000033,-0.898248,0.982300,0.017700
131,winggrooming,R80A12,0.119676,3.799926,0.000000,1.000000
132,backup_female,R80A12,0.000958,-4.790485,1.000000,0.000000
133,chase_female,R80A12,0.000016,-1.184919,1.000000,0.000000
134,crabwalkextreme_female,R80A12,0.000480,-4.607690,1.000000,0.000000
135,jump_female,R80A12,0.000237,-2.647223,1.000000,0.000000
136,pivotcenter_female,R80A12,0.001202,2.449711,0.000500,0.999500
137,pivottail_female,R80A12,0.004533,-5.404274,1.000000,0.000000
138,righting_female,R80A12,0.017486,7.973029,0.000000,1.000000
139,stop_female,R80A12,0.810095,9.049203,0.000000,1.000000
140,touch_female,R80A12,0.007651,-3.429386,1.000000,0.000000
141,walk_female,R80A12,0.068976,-9.198546,1.000000,0.000000
142,wingflick_female,R80A12,0.000043,-0.295910,0.694900,0.305100
143,winggrooming_female,R80A12,0.137548,3.524389,0.000000,1.000000
144,attemptedcopulation_male,R80A12,0.000289,-0.519545,0.884500,0.115500
145,backup_male,R80A12,0.000505,-4.488914,1.000000,0.000000
146,chase_male,R80A12,0.000721,-1.620816,0.999800,0.000200
147,crabwalkextreme_male,R80A12,0.000352,-4.745832,1.000000,0.000000
148,jump_male,R80A12,0.000117,-2.649026,1.000000,0.000000
149,pivotcenter_male,R80A12,0.000471,0.505023,0.188000,0.812000
150,pivottail_male,R80A12,0.002793,-7.130648,1.000000,0.000000
151,righting_male,R80A12,0.003257,1.516614,0.012800,0.987200
152,stop_male,R80A12,0.900443,12.397232,0.000000,1.000000
153,touch_male,R80A12,0.014185,-1.888276,1.000000,0.000000
154,walk_male,R80A12,0.043137,-10.503276,1.000000,0.000000
155,wingextension_male,R80A12,0.002539,-0.686643,0.931500,0.068500
156,wingflick_male,R80A12,0.000024,-0.967472,0.991000,0.009000
157,winggrooming_male,R80A12,0.103784,3.006301,0.000000,1.000000
158,max_absdwing_angle,R80A12,2.578855,10.908586,0.000000,1.000000
159,max_absdwing_angle_winggrooming,R80A12,4.856053,5.161310,0.000000,1.000000
160,max_wing_angle,R80A12,0.160015,7.959623,0.000000,1.000000
161,max_wing_angle_winggrooming,R80A12,0.359234,0.524791,0.195900,0.804100
162,nflies_close,R80A12,0.274511,-3.290893,1.000000,0.000000
163,nflies_close_stop,R80A12,0.273949,-2.132544,1.000000,0.000000
164,nflies_close_walk,R80A12,0.245130,-3.429699,1.000000,0.000000
165,nflies_close_female,R80A12,0.252919,-4.035871,1.000000,0.000000
166,nflies_close_male,R80A12,0.294461,-2.260700,1.000000,0.000000
167,velmag_ctr,R80A12,1.918557,-8.975183,1.000000,0.000000
168,velmag_ctr_move,R80A12,5.730218,-8.353009,1.000000,0.000000
169,velmag_ctr_nearfly,R80A12,1.837108,-8.672222,1.000000,0.000000
170,velmag_ctr_nearwall,R80A12,3.138501,-7.981734,1.000000,0.000000
171,velmag_ctr_notnearfly_notnearwall,R80A12,1.409687,-4.895700,1.000000,0.000000
172,velmag_ctr_walk,R80A12,12.618441,-4.546262,1.000000,0.000000
173,velmag_ctr_female,R80A12,2.300175,-7.629560,1.000000,0.000000
174,velmag_ctr_male,R80A12,1.537004,-9.030967,1.000000,0.000000
175,veltoward_nose2ell_nearfly,R80A12,0.000384,-0.224017,0.713700,0.286300
176,wing_angle_diff,R80A12,0.164927,9.691361,0.000000,1.000000
177,wing_angle_imbalance,R80A12,0.155104,3.181760,0.000100,0.999900
178,wing_anglel,R80A12,-0.083406,-9.187728,1.000000,0.000000
179,wing_angler,R80A12,0.081520,7.250532,0.000000,1.000000
0,absangle2wall_move,R80B02,1.310877,-1.184867,0.986000,0.014000
1,absangle2wall_nearwall,R80B02,1.373202,-0.409622,0.762100,0.237900
2,absangle2wall_stop,R80B02,1.669280,0.030623,0.453100,0.546900
3,absanglefrom1to2_nose2ell_nearfly,R80B02,1.557246,0.473792,0.188700,0.811300
4,absanglefrom1to2_nose2ell_stop_nearfly,R80B02,1.547254,0.353040,0.245600,0.754400
5,absanglefrom1to2_nose2ell_touch,R80B02,0.751982,1.549746,0.007800,0.992200
6,absdangle2wall_nearwall,R80B02,1.609214,0.484257,0.213900,0.786100
7,absdtheta,R80B02,1.482786,0.592084,0.163700,0.836300
8,absdtheta_pivotcenter,R80B02,6.157213,-0.867992,0.902700,0.097300
9,absdtheta_pivottail,R80B02,5.228383,-0.169940,0.634600,0.365400
10,absdtheta_walk,R80B02,1.707442,0.719697,0.115100,0.884900
11,absdv_cor_crabwalkextreme,R80B02,4.814094,0.808028,0.098400,0.901600
12,absdv_cor_move,R80B02,3.071079,0.789612,0.083700,0.916300
13,absdv_cor_nearfly,R80B02,1.902846,0.575409,0.170200,0.829800
14,absdv_cor_nearwall,R80B02,2.283753,0.662966,0.124000,0.876000
15,absdv_cor_notnearfly_notnearwall,R80B02,0.927500,0.204245,0.344800,0.655200
16,absdv_cor_walk,R80B02,3.625217,0.824514,0.079500,0.920500
17,absphidiff_nose2ell_chase_male,R80B02,0.424544,-0.747694,0.927600,0.072400
18,absthetadiff_nose2ell_nearfly,R80B02,1.674703,1.072772,0.013400,0.986600
19,absthetadiff_nose2ell_touch,R80B02,1.864445,1.405412,0.003400,0.996600
20,absthetadiff_nose2ell_nearfly_female,R80B02,1.715668,1.249471,0.004100,0.995900
21,absthetadiff_nose2ell_touch_female,R80B02,1.934760,1.101835,0.020800,0.979200
22,absthetadiff_nose2ell_chase_male,R80B02,0.384649,0.701164,0.078300,0.921700
23,absthetadiff_nose2ell_nearfly_male,R80B02,1.638914,0.905188,0.037100,0.962900
24,absthetadiff_nose2ell_touch_male,R80B02,1.808652,1.085573,0.016500,0.983500
25,absthetadiff_nose2ell_wingextension_male,R80B02,1.096319,0.430357,0.200300,0.799700
26,absyaw_move,R80B02,0.557604,0.314285,0.284200,0.715800
27,angleonclosestfly_nearfly,R80B02,-0.361610,1.108327,0.018800,0.981200
28,angleonclosestfly_stop_nearfly,R80B02,-0.333848,1.443091,0.006000,0.994000
29,angleonclosestfly_touch,R80B02,-0.370434,-0.741188,0.907800,0.092200
30,angleonclosestfly_nearfly_female,R80B02,-0.382946,0.766033,0.064200,0.935800
31,angleonclosestfly_touch_female,R80B02,-0.369507,0.298471,0.315100,0.684900
32,angleonclosestfly_chase_male,R80B02,-0.003983,-0.218238,0.688200,0.311800
33,angleonclosestfly_nearfly_male,R80B02,-0.343939,0.763914,0.084700,0.915300
34,angleonclosestfly_touch_male,R80B02,-0.373331,-1.213018,0.981300,0.018700
35,angleonclosestfly_wingextension_male,R80B02,0.010091,0.647872,0.151700,0.848300
36,anglesub,R80B02,0.184974,-0.793459,0.930000,0.070000
37,corfrac_maj_pivotcenter,R80B02,-0.087890,1.058366,0.042400,0.957600
38,corfrac_maj_pivottail,R80B02,-0.692341,0.096927,0.423000,0.577000
39,dangle2wall_nearwall,R80B02,0.023615,-1.003635,0.973700,0.026300
40,danglesub_nearfly,R80B02,-0.106620,-0.789473,0.915600,0.084400
41,darea,R80B02,-0.000026,-0.515687,0.827100,0.172900
42,dcenter,R80B02,11.438928,0.799771,0.085900,0.914100
43,dcenter_move,R80B02,11.271966,0.629800,0.133600,0.866400
44,dcenter_stop,R80B02,11.659138,0.745502,0.100700,0.899300
45,dcenter_female,R80B02,11.475075,0.727545,0.109900,0.890100
46,dcenter_male,R80B02,11.412975,0.739158,0.101300,0.898700
47,ddcenter_nearfly,R80B02,0.508360,0.662012,0.128400,0.871600
48,ddist2wall_nearwall,R80B02,0.019730,-0.264367,0.684500,0.315500
49,ddnose2ell_nearfly,R80B02,1.404578,0.652362,0.132000,0.868000
50,ddnose2ell_chase_male,R80B02,-1.620065,-1.191093,0.981100,0.018900
51,dell2nose,R80B02,10.537380,0.822987,0.079300,0.920700
52,dell2nose_female,R80B02,10.504575,0.774936,0.094500,0.905500
53,dell2nose_male,R80B02,10.571349,0.730024,0.104500,0.895500
54,dist2wall,R80B02,10.621501,-0.851945,0.943000,0.057000
55,dist2wall_move,R80B02,8.282878,-1.693184,0.999200,0.000800
56,dist2wall_stop,R80B02,14.622640,-0.298398,0.691100,0.308900
57,dist2wall_walk,R80B02,8.137932,-1.649437,0.998800,0.001200
58,dist2wall_female,R80B02,11.260863,-0.982739,0.969300,0.030700
59,dist2wall_male,R80B02,10.035537,-0.601590,0.858100,0.141900
60,dmax_wing_angle,R80B02,0.007417,0.074287,0.384300,0.615700
61,dnose2ell_angle_30tomin30,R80B02,11.112652,0.775509,0.091700,0.908300
62,dnose2ell_angle_30tomin30_female,R80B02,11.167036,0.665855,0.130900,0.869100
63,dnose2ell_angle_30tomin30_male,R80B02,11.071038,0.746869,0.097700,0.902300
64,dnose2ell,R80B02,10.525221,0.808884,0.082400,0.917600
65,dnose2ell_stop,R80B02,10.773318,0.782851,0.088300,0.911700
66,dnose2ell_touch,R80B02,1.158647,1.004260,0.024700,0.975300
67,dnose2ell_walk,R80B02,11.294594,0.403069,0.226100,0.773900
68,dnose2ell_female,R80B02,10.569876,0.698190,0.120400,0.879600
69,dnose2ell_male,R80B02,10.493554,0.776667,0.088300,0.911700
70,dnose2tail,R80B02,11.408462,0.793266,0.087400,0.912600
71,dnose2tail_move,R80B02,11.239187,0.618237,0.137600,0.862400
72,dnose2tail_female,R80B02,11.458453,0.673013,0.129200,0.870800
73,dnose2tail_male,R80B02,11.374660,0.764986,0.091800,0.908200
74,dtheta,R80B02,0.000536,0.076104,0.433000,0.567000
75,du_ctr_backup,R80B02,-7.855222,-0.744871,0.905900,0.094100
76,du_ctr_move,R80B02,11.302008,0.191379,0.378900,0.621100
77,du_ctr_walk,R80B02,16.272672,0.137803,0.433000,0.567000
78,du_ctr_female,R80B02,7.165721,0.556472,0.166100,0.833900
79,du_ctr_male,R80B02,7.587197,-0.000532,0.504100,0.495900
80,du_ctr_chase_male,R80B02,14.975866,-0.017334,0.570500,0.429500
81,duration_backup,R80B02,0.138773,1.451421,0.004400,0.995600
82,duration_crabwalkextreme,R80B02,0.119082,0.286299,0.296300,0.703700
83,duration_jump,R80B02,0.088070,0.608830,0.128800,0.871200
84,duration_move,R80B02,1.525903,-0.780449,0.918700,0.081300
85,duration_pivotcenter,R80B02,0.083638,-0.822367,0.906400,0.093600
86,duration_pivottail,R80B02,0.127149,-0.178824,0.627400,0.372600
87,duration_righting,R80B02,0.351993,-1.261770,0.993900,0.006100
88,duration_stop,R80B02,0.825701,-0.190263,0.689700,0.310300
89,duration_touch,R80B02,0.165688,-0.737215,0.925300,0.074700
90,duration_walk,R80B02,0.622838,-0.069348,0.534200,0.465800
91,duration_wingextension,R80B02,0.286619,0.270288,0.340900,0.659100
92,duration_winggrooming,R80B02,1.846327,-1.362436,0.991000,0.009000
93,duration_chase_male,R80B02,0.236932,-1.210793,0.995000,0.005000
94,dwing_angle_diff,R80B02,-0.000031,-0.152135,0.613500,0.386500
95,attemptedcopulation,R80B02,0.000064,-0.747227,0.978700,0.021300
96,backup,R80B02,0.005905,2.381226,0.000100,0.999900
97,backup_nearfly,R80B02,0.003525,1.722132,0.001500,0.998500
98,backup_nearwall,R80B02,0.005880,2.383622,0.000100,0.999900
99,backup_notnearfly_notnearwall,R80B02,0.000022,0.564126,0.122900,0.877100
100,chase,R80B02,0.007750,-0.563748,0.873500,0.126500
101,chase_notwingextension,R80B02,0.007466,-0.496319,0.834700,0.165300
102,copulation,R80B02,0.000000,-0.135710,0.484100,0.515900
103,crabwalkextreme,R80B02,0.003567,0.411242,0.219300,0.780700
104,crabwalkextreme_nearfly,R80B02,0.002060,0.093881,0.412700,0.587300
105,crabwalkextreme_nearwall,R80B02,0.003503,0.523445,0.165800,0.834200
106,crabwalkextreme_notnearfly_notnearwall,R80B02,0.000040,-0.359755,0.758000,0.242000
107,jump,R80B02,0.002835,1.323413,0.016800,0.983200
108,jump_nearfly,R80B02,0.000718,0.958919,0.062800,0.937200
109,jump_nearwall,R80B02,0.001365,1.420623,0.012600,0.987400
110,jump_notnearfly_notnearwall,R80B02,0.001317,1.294285,0.019100,0.980900
111,move_nearfly,R80B02,0.244749,-0.346888,0.721100,0.278900
112,move_nearwall,R80B02,0.599551,0.581202,0.144400,0.855600
113,move_notnearfly_notnearwall,R80B02,0.041672,-0.810508,0.947800,0.052200
114,notanybehavior,R80B02,0.171266,-0.055676,0.533900,0.466100
115,pivotcenter,R80B02,0.000413,-0.299977,0.684400,0.315600
116,pivotcenter_nearfly,R80B02,0.000191,-0.471582,0.791100,0.208900
117,pivotcenter_nearwall,R80B02,0.000267,-0.308114,0.682500,0.317500
118,pivotcenter_notnearfly_notnearwall,R80B02,0.000125,-0.074650,0.539100,0.460900
